reviews,sentiments,predictions,correctness
"This is one great bra - I have two of them I've thrown into the washing machine more times than I can count over the course of several years, and it wears and wears and wears. I would think stretch lace means flimsy, but it isn't at all. This is one of the most comfortable bras I've ever found, and I've tried many of them.  If you want a bra that will hold everything up AND hold up well to multiple washing, and still look feminine, this is it",1,1,1
"I paid for expedited shipping, but my order took forever!  Communication with the company was unacceptable to say the least.  At first I received only half of my shipping refund and had to complain to Amazon and BestPriceCenter to get the rest.

There is NO way I would ever do business with this company again, and I would like to urge others to do likewise.  This is not personal, just bad business practice",0,0,1
This is a beautiful sandal but the shoe was made from really stiff and ungiving material.  The footbed was uncomfortable and not a good fit or feel to it.  The price is right but there are so many sandals with gemstones to choose from I decided to return these sandals,0,1,0
This is a great pair of underwear.  It is very soft against your skin.  It doesn't feel like most thongs and ride up on you or give you a major wedgie.  They are comfortable enough to be worn all day.  There is enough waist to these that it won't be obvious that you are wearing a thong if your pants droop.  Enjoy the minimal back coverage that is provided while maintaining the comfort of this underwear as it holds you nicely in place,1,1,1
"Item was called ""Fleese"" but was 80% cotton and looked & felt like a regular sweat shirt. To return an item to them, they give you free mailing, but they will deduct $5.95 off the refund for S&H. After calling them about this, they agreed to give us a full refund. But the refund will not show up until after 2 or 3 billing cycles. I doubt that makes many consumers happy. Champion makes a fine line of products, but I will never deal with them on line agai",0,0,1
This robe virtually fell apart when I washed it.  It stained the inside of my washing machine.  It raveled before I even got a chance to wear it.  Do not buy this product.  I got the burgandy one.  I am so disappointed by this product I may stop shopping at Amazon,0,0,1
"They're great! They're soft and are of perfect comfort to my feet.  They are QUIET when you walk - no sqeaking, or other annoying noises.  I entend to purchase a couple more pairs in the suede.  And they look cool!",1,1,1
"I bought these shoes because I typically find Aerosoles to make a comfortable and stylish shoe. However, the area directly under the buckle seems very tight, and there is stitching that rubs against the top of my foot. It's still a comfortable shoe, however, I have a desk job so I don't have to walk in them all day. I love the way these shoes look, however, I wish that I didn't have to deal with this annoyance",1,1,1
"I have a wide, relatively short foot with a high arch and have lots of problems finding high quality dress shoes that fit.  Bostonians are the only quality shoes that fit me, so I have been loyal for the last decade.  I can't find them in my area, so Amazon is the only channel I use to get them",1,1,1
Bealls really delivers with these navy pants-it's so hard finding elasticized cotton knit pants that look good-and these fit the bill,1,1,1
"My hubby thinks these are super-comfortable and I think they look great. A good compromise between boxers and briefs. Pretty pricey, but worth the dough for comfort, style and durability",1,1,1
"I couldnt resist these shoes for the price...I've had good experience with Bandolino branded shoes.  I have two other pairs that are stylish and very comfortable.  Sure enough, this pair of boots are very comfortable too!  The color is a great burnished bronze, that is a great neutral color to wear (plus metallics are in fashion again).  The zip-up is easy, and the calf is roomy.  I'm very happy with them, and would recommend them to anyone who doesn't want to spend 100's of dollars, but wants to get the look and comfort of expensive shoes",1,1,1
